Number,Atom1,Atom2,Atom3,Atom4,Torsion
1813,H2GA,C3GA,C2QB,C3QB,-92
1814,C2GA,C3GA,C2QB,C1GA,52
1815,C2GA,C3GA,C2QB,H1QB,-88
1816,C2GA,C3GA,C2QB,C3QB,180(2)
1817,C3QB,C3GA,C2QB,C1GA,-128
1818,C3QB,C3GA,C2QB,H1QB,92
1819,C3QB,C3GA,C2QB,C2GA,180(2)
1820,C4GA,C3GA,C3QB,H2QB,114
1821,C4GA,C3GA,C3QB,C2GA,-123
1822,C4GA,C3GA,C3QB,C2QB,-123
1823,H2GA,C3GA,C3QB,C4GA,-114
1824,H2GA,C3GA,C3QB,H2QB,0
1825,H2GA,C3GA,C3QB,C2GA,123
1826,H2GA,C3GA,C3QB,C2QB,123
1827,C2GA,C3GA,C3QB,C4GA,123
1828,C2GA,C3GA,C3QB,H2QB,-123
1829,C2GA,C3GA,C3QB,C2QB,0(1)
1830,C2QB,C3GA,C3QB,C4GA,123
1831,C2QB,C3GA,C3QB,H2QB,-123
1832,C2QB,C3GA,C3QB,C2GA,0(1)
1833,C5RB,C5GA,O1GA,Si1GA,-8.8
1834,C6GA,C5GA,O1GA,Si1GA,172.2
1835,C5GA,C6GA,C7GA,C7RB,2.8(6)
1836,C5GA,C6GA,C7GA,C8M,-175.3(4)
1837,H4GA,C6GA,C7GA,C7RB,-177.2
1838,H4GA,C6GA,C7GA,C8M,4.7
1839,C1GA,C2HA,C3HA,C2RB,-66
1840,C1GA,C2HA,C3HA,H2HA,177
1841,C1GA,C2HA,C3HA,C3RB,-66
1842,C1GA,C2HA,C3HA,C4GA,-3
1843,H1HA,C2HA,C3HA,C2RB,115
1844,H1HA,C2HA,C3HA,H2HA,-3
1845,H1HA,C2HA,C3HA,C3RB,115
1846,H1HA,C2HA,C3HA,C4GA,177
1847,C2RB,C2HA,C3HA,H2HA,-118
1848,C2RB,C2HA,C3HA,C3RB,0(2)
1849,C2RB,C2HA,C3HA,C4GA,62
1850,C3RB,C2HA,C3HA,C2RB,-0(2)
1851,C3RB,C2HA,C3HA,H2HA,-118
1852,C3RB,C2HA,C3HA,C4GA,62
1853,C6HA,C5HA,O1HA,Si1GA,172.2
1854,C5QB,C5HA,O1HA,Si1GA,-8.8
1855,C1FA,C2IA,C3IA,C4FA,-3
1856,C1FA,C2IA,C3IA,H2IA,177
1857,C1FA,C2IA,C3IA,C2PB,-66
1858,C1FA,C2IA,C3IA,C3PB,-66
1859,H1IA,C2IA,C3IA,C4FA,177
1860,H1IA,C2IA,C3IA,H2IA,-3
1861,H1IA,C2IA,C3IA,C2PB,115
1862,H1IA,C2IA,C3IA,C3PB,115
1863,C2PB,C2IA,C3IA,C4FA,62
1864,C2PB,C2IA,C3IA,H2IA,-118
1865,C2PB,C2IA,C3IA,C3PB,0(2)
1866,C3PB,C2IA,C3IA,C4FA,62
1867,C3PB,C2IA,C3IA,H2IA,-118
1868,C3PB,C2IA,C3IA,C2PB,0(2)
1869,C1FA,C2IA,C2PB,H1PB,-114
1870,C1FA,C2IA,C2PB,C3IA,124
1871,C1FA,C2IA,C2PB,C3PB,124
1872,H1IA,C2IA,C2PB,C1FA,114
1873,H1IA,C2IA,C2PB,H1PB,0
1874,H1IA,C2IA,C2PB,C3IA,-122
1875,H1IA,C2IA,C2PB,C3PB,-122
1876,C3IA,C2IA,C2PB,C1FA,-124
1877,C3IA,C2IA,C2PB,H1PB,122
1878,C3IA,C2IA,C2PB,C3PB,0(1)
1879,C3PB,C2IA,C2PB,C1FA,-124
1880,C3PB,C2IA,C2PB,H1PB,122
1881,C3PB,C2IA,C2PB,C3IA,0(1)
1882,C1FA,C2IA,C3PB,C4FA,76
1883,C1FA,C2IA,C3PB,H2PB,-140
1884,C1FA,C2IA,C3PB,C3IA,128
1885,C1FA,C2IA,C3PB,C2PB,-52
1886,H1IA,C2IA,C3PB,C4FA,-143
1887,H1IA,C2IA,C3PB,H2PB,1
1888,H1IA,C2IA,C3PB,C3IA,-92
1889,H1IA,C2IA,C3PB,C2PB,88
1890,C3IA,C2IA,C3PB,C4FA,-51
1891,C3IA,C2IA,C3PB,H2PB,92
1892,C3IA,C2IA,C3PB,C2PB,180(2)
1893,C2PB,C2IA,C3PB,C4FA,129
1894,C2PB,C2IA,C3PB,H2PB,-88
1895,C2PB,C2IA,C3PB,C3IA,-180(2)
1896,C4FA,C3IA,C2PB,C1FA,-76
1897,C4FA,C3IA,C2PB,H1PB,143
1898,C4FA,C3IA,C2PB,C2IA,-129
1899,C4FA,C3IA,C2PB,C3PB,51
1900,H2IA,C3IA,C2PB,C1FA,140
1901,H2IA,C3IA,C2PB,H1PB,-1
1902,H2IA,C3IA,C2PB,C2IA,88
1903,H2IA,C3IA,C2PB,C3PB,-92
1904,C2IA,C3IA,C2PB,C1FA,52
1905,C2IA,C3IA,C2PB,H1PB,-88
1906,C2IA,C3IA,C2PB,C3PB,-180(2)
1907,C3PB,C3IA,C2PB,C1FA,-128
1908,C3PB,C3IA,C2PB,H1PB,92
1909,C3PB,C3IA,C2PB,C2IA,180(2)
1910,C4FA,C3IA,C3PB,H2PB,114
1911,C4FA,C3IA,C3PB,C2IA,-123
1912,C4FA,C3IA,C3PB,C2PB,-123
1913,H2IA,C3IA,C3PB,C4FA,-114
1914,H2IA,C3IA,C3PB,H2PB,0
1915,H2IA,C3IA,C3PB,C2IA,123
1916,H2IA,C3IA,C3PB,C2PB,123
1917,C2IA,C3IA,C3PB,C4FA,123
1918,C2IA,C3IA,C3PB,H2PB,-123
1919,C2IA,C3IA,C3PB,C2PB,0(1)
1920,C2PB,C3IA,C3PB,C4FA,123
1921,C2PB,C3IA,C3PB,H2PB,-123
1922,C2PB,C3IA,C3PB,C2IA,0(1)
1923,C6IA,C5IA,O1IA,Si1FA,172.2
1924,C5SB,C5IA,O1IA,Si1FA,-8.8
1925,C6IA,C7IA,C7SB,C8C,-178.0(4)
1926,C6IA,C7IA,C7SB,C6SB,0.0(6)
1927,C8O,C7IA,C7SB,C8C,0.0(7)
1928,C8O,C7IA,C7SB,C6SB,178.0(4)
1929,C1M,C2AB,C3AB,C4M,-3
1930,C1M,C2AB,C3AB,H2AB,177
1931,C1M,C2AB,C3AB,C2M,-66
1932,C1M,C2AB,C3AB,C3M,-66
1933,H1AB,C2AB,C3AB,C4M,177
1934,H1AB,C2AB,C3AB,H2AB,-3
1935,H1AB,C2AB,C3AB,C2M,115
1936,H1AB,C2AB,C3AB,C3M,115
1937,C2M,C2AB,C3AB,C4M,62
1938,C2M,C2AB,C3AB,H2AB,-118
1939,C2M,C2AB,C3AB,C3M,-0(2)
1940,C3M,C2AB,C3AB,C4M,62
1941,C3M,C2AB,C3AB,H2AB,-118
1942,C3M,C2AB,C3AB,C2M,0(2)
1943,C5N,C5AB,O1AB,Si1M,-8.8
1944,C6AB,C5AB,O1AB,Si1M,172.2
1945,C5AB,C6AB,C7AB,C7N,2.8(6)
1946,C5AB,C6AB,C7AB,C8OA,-175.3(4)
1947,H4AB,C6AB,C7AB,C7N,-177.2
1948,H4AB,C6AB,C7AB,C8OA,4.7
1949,C1L,C2CB,C2L,H1L,-114
1950,C1L,C2CB,C2L,C3CB,124
1951,C1L,C2CB,C2L,C3L,124
1952,H1CB,C2CB,C2L,C1L,114
1953,H1CB,C2CB,C2L,H1L,-0
1954,H1CB,C2CB,C2L,C3CB,-122
1955,H1CB,C2CB,C2L,C3L,-122
1956,C3CB,C2CB,C2L,C1L,-124
1957,C3CB,C2CB,C2L,H1L,122
1958,C3CB,C2CB,C2L,C3L,0(1)
1959,C3L,C2CB,C2L,C1L,-124
1960,C3L,C2CB,C2L,H1L,122
1961,C3L,C2CB,C2L,C3CB,-0(1)
1962,C2CB,C3CB,C2L,C1L,52
1963,C2CB,C3CB,C2L,H1L,-88
1964,C2CB,C3CB,C2L,C3L,-180(2)
1965,H2CB,C3CB,C2L,C1L,140
1966,H2CB,C3CB,C2L,H1L,-1
1967,H2CB,C3CB,C2L,C2CB,88
1968,H2CB,C3CB,C2L,C3L,-92
1969,C4L,C3CB,C2L,C1L,-76
1970,C4L,C3CB,C2L,H1L,143
1971,C4L,C3CB,C2L,C2CB,-129
1972,C4L,C3CB,C2L,C3L,51
1973,C3L,C3CB,C2L,C1L,-128
1974,C3L,C3CB,C2L,H1L,92
1975,C3L,C3CB,C2L,C2CB,180(2)
1976,C2CB,C3CB,C3L,H2L,-123
1977,C2CB,C3CB,C3L,C4L,123
1978,C2CB,C3CB,C3L,C2L,0(1)
1979,H2CB,C3CB,C3L,C2CB,123
1980,H2CB,C3CB,C3L,H2L,-0
1981,H2CB,C3CB,C3L,C4L,-114
1982,H2CB,C3CB,C3L,C2L,123
1983,C4L,C3CB,C3L,C2CB,-123
1984,C4L,C3CB,C3L,H2L,114
1985,C4L,C3CB,C3L,C2L,-123
1986,C2L,C3CB,C3L,C2CB,-0(1)
1987,C2L,C3CB,C3L,H2L,-123
1988,C2L,C3CB,C3L,C4L,123
1989,C3CB,C4L,C3L,C2CB,43
1990,C3CB,C4L,C3L,H2L,-106
1991,C3CB,C4L,C3L,C2L,74
1992,H3L,C4L,C3L,C2CB,147
1993,H3L,C4L,C3L,H2L,-2
1994,H3L,C4L,C3L,C3CB,104
1995,H3L,C4L,C3L,C2L,178
1996,C3O,C4L,C3L,C2CB,-33
1997,C3O,C4L,C3L,H2L,178
1998,C3O,C4L,C3L,C3CB,-76
1999,C3O,C4L,C3L,C2L,-2
2000,C3ZA,C4L,C3L,C2CB,-79
2001,C3ZA,C4L,C3L,H2L,133
2002,C3ZA,C4L,C3L,C3CB,-121
2003,C3ZA,C4L,C3L,C2L,-47
2004,C5CB,C6CB,C7CB,C8QA,-175.3(4)
2005,C5CB,C6CB,C7CB,C7O,2.8(6)
2006,H4CB,C6CB,C7CB,C8QA,4.7
2007,H4CB,C6CB,C7CB,C7O,-177.2
2008,C8QA,C7CB,C7O,C8O,0.0(7)
2009,C8QA,C7CB,C7O,C6O,178.0(4)
2010,C6CB,C7CB,C7O,C8O,-178.0(4)
2011,C6CB,C7CB,C7O,C6O,-0.0(6)
2012,C5CB,O1CB,Si1L,C1L,-92.9
2013,C5CB,O1CB,Si1L,O1L,163.9
2014,C5CB,O1CB,Si1L,O1O,11.3
2015,C5CB,O1CB,Si1L,O1ZA,87.1
2016,C1FA,C2PB,C3PB,C4FA,3
2017,C1FA,C2PB,C3PB,H2PB,-177
2018,C1FA,C2PB,C3PB,C2IA,66
2019,C1FA,C2PB,C3PB,C3IA,66
2020,H1PB,C2PB,C3PB,C4FA,-177
2021,H1PB,C2PB,C3PB,H2PB,3
2022,H1PB,C2PB,C3PB,C2IA,-115
2023,H1PB,C2PB,C3PB,C3IA,-115
2024,C2IA,C2PB,C3PB,C4FA,-62
2025,C2IA,C2PB,C3PB,H2PB,118
2026,C2IA,C2PB,C3PB,C3IA,-0(2)
2027,C3IA,C2PB,C3PB,C4FA,-62
2028,C3IA,C2PB,C3PB,H2PB,118
2029,C3IA,C2PB,C3PB,C2IA,-0(2)
2030,C5FA,C5PB,O1PB,Si1FA,8.8
2031,C6PB,C5PB,O1PB,Si1FA,-172.2
2032,C5PB,C6PB,C7PB,C7FA,-2.8(6)
2033,C5PB,C6PB,C7PB,C8B,175.3(4)
2034,H4PB,C6PB,C7PB,C7FA,177.2
2035,H4PB,C6PB,C7PB,C8B,-4.7
2036,C1GA,C2QB,C3QB,C4GA,3
2037,C1GA,C2QB,C3QB,H2QB,-177
2038,C1GA,C2QB,C3QB,C2GA,66
2039,C1GA,C2QB,C3QB,C3GA,66
2040,H1QB,C2QB,C3QB,C4GA,-177
2041,H1QB,C2QB,C3QB,H2QB,3
2042,H1QB,C2QB,C3QB,C2GA,-115
2043,H1QB,C2QB,C3QB,C3GA,-115
2044,C2GA,C2QB,C3QB,C4GA,-62
2045,C2GA,C2QB,C3QB,H2QB,118
2046,C2GA,C2QB,C3QB,C3GA,0(2)
2047,C3GA,C2QB,C3QB,C4GA,-62
2048,C3GA,C2QB,C3QB,H2QB,118
2049,C3GA,C2QB,C3QB,C2GA,0(2)
2050,C5HA,C5QB,O1QB,Si1GA,8.8
2051,C6QB,C5QB,O1QB,Si1GA,-172.2
2052,C5QB,C6QB,C7QB,C7HA,-2.8(6)
2053,C5QB,C6QB,C7QB,C8A,175.3(4)
2054,H4QB,C6QB,C7QB,C7HA,177.2
2055,H4QB,C6QB,C7QB,C8A,-4.7
2056,C1FA,C2SB,C3SB,C2FA,66
2057,C1FA,C2SB,C3SB,H2SB,-177
2058,C1FA,C2SB,C3SB,C3FA,66
2059,C1FA,C2SB,C3SB,C4FA,3
2060,H1SB,C2SB,C3SB,C2FA,-115
2061,H1SB,C2SB,C3SB,H2SB,3
2062,H1SB,C2SB,C3SB,C3FA,-115
2063,H1SB,C2SB,C3SB,C4FA,-177
2064,C2FA,C2SB,C3SB,H2SB,118
2065,C2FA,C2SB,C3SB,C3FA,-0(2)
2066,C2FA,C2SB,C3SB,C4FA,-62
2067,C3FA,C2SB,C3SB,C2FA,0(2)
2068,C3FA,C2SB,C3SB,H2SB,118
2069,C3FA,C2SB,C3SB,C4FA,-62
2070,C5IA,C5SB,O1SB,Si1FA,8.8
2071,C6SB,C5SB,O1SB,Si1FA,-172.2
2072,C5SB,C6SB,C7SB,C8C,175.3(4)
2073,C5SB,C6SB,C7SB,C7IA,-2.8(6)
2074,H4SB,C6SB,C7SB,C8C,-4.7
2075,H4SB,C6SB,C7SB,C7IA,177.2
2076,C1A,C2A,C2OA,H1OA,-114
2077,C1A,C2A,C2OA,C3A,124
2078,C1A,C2A,C2OA,C3OA,124
2079,H1A,C2A,C2OA,C1A,114
2080,H1A,C2A,C2OA,H1OA,0
2081,H1A,C2A,C2OA,C3A,-122
2082,H1A,C2A,C2OA,C3OA,-122
2083,C3A,C2A,C2OA,C1A,-124
2084,C3A,C2A,C2OA,H1OA,122
2085,C3A,C2A,C2OA,C3OA,-0(1)
2086,C3OA,C2A,C2OA,C1A,-124
2087,C3OA,C2A,C2OA,H1OA,122
2088,C3OA,C2A,C2OA,C3A,0(1)
2089,C2A,C3A,C2OA,C1A,52
2090,C2A,C3A,C2OA,H1OA,-88
2091,C2A,C3A,C2OA,C3OA,180(2)
2092,H2A,C3A,C2OA,C1A,140
2093,H2A,C3A,C2OA,H1OA,-1
2094,H2A,C3A,C2OA,C2A,88
2095,H2A,C3A,C2OA,C3OA,-92
2096,C4A,C3A,C2OA,C1A,-76
2097,C4A,C3A,C2OA,H1OA,143
2098,C4A,C3A,C2OA,C2A,-129
2099,C4A,C3A,C2OA,C3OA,51
2100,C3OA,C3A,C2OA,C1A,-128
2101,C3OA,C3A,C2OA,H1OA,92
2102,C3OA,C3A,C2OA,C2A,-180(2)
2103,C2A,C3A,C3OA,H2OA,-123
2104,C2A,C3A,C3OA,C4A,123
2105,C2A,C3A,C3OA,C2OA,-0(1)
2106,H2A,C3A,C3OA,C2A,123
2107,H2A,C3A,C3OA,H2OA,-0
2108,H2A,C3A,C3OA,C4A,-114
2109,H2A,C3A,C3OA,C2OA,123
2110,C4A,C3A,C3OA,C2A,-123
2111,C4A,C3A,C3OA,H2OA,114
2112,C4A,C3A,C3OA,C2OA,-123
2113,C2OA,C3A,C3OA,C2A,0(1)
2114,C2OA,C3A,C3OA,H2OA,-123
2115,C2OA,C3A,C3OA,C4A,123
2116,C3A,C4A,C3OA,C2A,43
2117,C3A,C4A,C3OA,H2OA,-106
2118,C3A,C4A,C3OA,C2OA,74
2119,H3A,C4A,C3OA,C2A,147
2120,H3A,C4A,C3OA,H2OA,-2
2121,H3A,C4A,C3OA,C3A,104
2122,H3A,C4A,C3OA,C2OA,178
2123,C3B,C4A,C3OA,C2A,-79
2124,C3B,C4A,C3OA,H2OA,133
2125,C3B,C4A,C3OA,C3A,-121
2126,C3B,C4A,C3OA,C2OA,-47
2127,C3PA,C4A,C3OA,C2A,-33
2128,C3PA,C4A,C3OA,H2OA,178
2129,C3PA,C4A,C3OA,C3A,-76
2130,C3PA,C4A,C3OA,C2OA,-2
2131,C5A,C6A,C7A,C8A,-175.3(4)
2132,C5A,C6A,C7A,C7PA,2.8(6)
2133,H4A,C6A,C7A,C8A,4.7
2134,H4A,C6A,C7A,C7PA,-177.2
2135,C5A,O1A,Si1A,C1A,-92.9
2136,C5A,O1A,Si1A,O1B,87.1
2137,C5A,O1A,Si1A,O1OA,163.9
2138,C5A,O1A,Si1A,O1PA,11.3
2139,C1A,C2B,C3B,C4A,-3
2140,C1A,C2B,C3B,H2B,177
2141,C1A,C2B,C3B,C2PA,-66
2142,C1A,C2B,C3B,C3PA,-66
2143,H1B,C2B,C3B,C4A,177
2144,H1B,C2B,C3B,H2B,-3
2145,H1B,C2B,C3B,C2PA,115
2146,H1B,C2B,C3B,C3PA,115
2147,C2PA,C2B,C3B,C4A,62
2148,C2PA,C2B,C3B,H2B,-118
2149,C2PA,C2B,C3B,C3PA,0(2)
2150,C3PA,C2B,C3B,C4A,62
2151,C3PA,C2B,C3B,H2B,-118
2152,C3PA,C2B,C3B,C2PA,-0(2)
2153,C1A,C2B,C2PA,H1PA,-114
2154,C1A,C2B,C2PA,C3B,124
2155,C1A,C2B,C2PA,C3PA,124
2156,H1B,C2B,C2PA,C1A,114
2157,H1B,C2B,C2PA,H1PA,0
2158,H1B,C2B,C2PA,C3B,-122
2159,H1B,C2B,C2PA,C3PA,-122
2160,C3B,C2B,C2PA,C1A,-124
2161,C3B,C2B,C2PA,H1PA,122
2162,C3B,C2B,C2PA,C3PA,-0(1)
2163,C3PA,C2B,C2PA,C1A,-124
2164,C3PA,C2B,C2PA,H1PA,122
2165,C3PA,C2B,C2PA,C3B,0(1)
2166,C1A,C2B,C3PA,C4A,76
2167,C1A,C2B,C3PA,H2PA,-140
2168,C1A,C2B,C3PA,C3B,128
2169,C1A,C2B,C3PA,C2PA,-52
2170,H1B,C2B,C3PA,C4A,-143
2171,H1B,C2B,C3PA,H2PA,1
2172,H1B,C2B,C3PA,C3B,-92
2173,H1B,C2B,C3PA,C2PA,88
2174,C3B,C2B,C3PA,C4A,-51
2175,C3B,C2B,C3PA,H2PA,92
2176,C3B,C2B,C3PA,C2PA,180(2)
2177,C2PA,C2B,C3PA,C4A,129
2178,C2PA,C2B,C3PA,H2PA,-88
2179,C2PA,C2B,C3PA,C3B,-180(2)
2180,C4A,C3B,C2PA,C1A,-76
2181,C4A,C3B,C2PA,H1PA,143
2182,C4A,C3B,C2PA,C2B,-129
2183,C4A,C3B,C2PA,C3PA,51
2184,H2B,C3B,C2PA,C1A,140
2185,H2B,C3B,C2PA,H1PA,-1
2186,H2B,C3B,C2PA,C2B,88
2187,H2B,C3B,C2PA,C3PA,-92
2188,C2B,C3B,C2PA,C1A,52
2189,C2B,C3B,C2PA,H1PA,-88
2190,C2B,C3B,C2PA,C3PA,180(2)
2191,C3PA,C3B,C2PA,C1A,-128
2192,C3PA,C3B,C2PA,H1PA,92
2193,C3PA,C3B,C2PA,C2B,-180(2)
2194,C4A,C3B,C3PA,H2PA,114
2195,C4A,C3B,C3PA,C2B,-123
2196,C4A,C3B,C3PA,C2PA,-123
2197,H2B,C3B,C3PA,C4A,-114
2198,H2B,C3B,C3PA,H2PA,0
2199,H2B,C3B,C3PA,C2B,123
2200,H2B,C3B,C3PA,C2PA,123
2201,C2B,C3B,C3PA,C4A,123
2202,C2B,C3B,C3PA,H2PA,-123
2203,C2B,C3B,C3PA,C2PA,-0(1)
2204,C2PA,C3B,C3PA,C4A,123
2205,C2PA,C3B,C3PA,H2PA,-123
2206,C2PA,C3B,C3PA,C2B,0(1)
2207,C6B,C5B,O1B,Si1A,172.2
2208,C5OA,C5B,O1B,Si1A,-8.8
2209,C5B,C6B,C7B,C8B,-175.3(4)
2210,C5B,C6B,C7B,C7OA,2.8(6)
2211,H4B,C6B,C7B,C8B,4.7
2212,H4B,C6B,C7B,C7OA,-177.2
2213,C8B,C7B,C7OA,C8OA,-0.0(7)
2214,C8B,C7B,C7OA,C6OA,178.0(4)
2215,C6B,C7B,C7OA,C8OA,-178.0(4)
2216,C6B,C7B,C7OA,C6OA,0.0(6)
2217,C1L,C2L,C3L,C2CB,66
2218,C1L,C2L,C3L,H2L,-177
2219,C1L,C2L,C3L,C3CB,66
2220,C1L,C2L,C3L,C4L,3
2221,H1L,C2L,C3L,C2CB,-115
2222,H1L,C2L,C3L,H2L,3
2223,H1L,C2L,C3L,C3CB,-115
2224,H1L,C2L,C3L,C4L,-177
2225,C2CB,C2L,C3L,H2L,118
2226,C2CB,C2L,C3L,C3CB,-0(2)
2227,C2CB,C2L,C3L,C4L,-62
2228,C3CB,C2L,C3L,C2CB,0(2)
2229,C3CB,C2L,C3L,H2L,118
2230,C3CB,C2L,C3L,C4L,-62
2231,C6L,C5L,O1L,Si1L,-172.2
2232,C5ZA,C5L,O1L,Si1L,8.8
2233,C5L,C6L,C7L,C8L,175.3(4)
2234,C5L,C6L,C7L,C7ZA,-2.8(6)
2235,H4L,C6L,C7L,C8L,-4.7
2236,H4L,C6L,C7L,C7ZA,177.2
2237,C1L,C2O,C3O,C4L,3
2238,C1L,C2O,C3O,H2O,-177
2239,C1L,C2O,C3O,C2ZA,66
2240,C1L,C2O,C3O,C3ZA,66
2241,H1O,C2O,C3O,C4L,-177
2242,H1O,C2O,C3O,H2O,3
2243,H1O,C2O,C3O,C2ZA,-115
2244,H1O,C2O,C3O,C3ZA,-115
2245,C2ZA,C2O,C3O,C4L,-62
2246,C2ZA,C2O,C3O,H2O,118
2247,C2ZA,C2O,C3O,C3ZA,-0(2)
2248,C3ZA,C2O,C3O,C4L,-62
2249,C3ZA,C2O,C3O,H2O,118
2250,C3ZA,C2O,C3O,C2ZA,0(2)
2251,C1L,C2O,C2ZA,H1ZA,114
2252,C1L,C2O,C2ZA,C3O,-124
2253,C1L,C2O,C2ZA,C3ZA,-124
2254,H1O,C2O,C2ZA,C1L,-114
2255,H1O,C2O,C2ZA,H1ZA,-0
2256,H1O,C2O,C2ZA,C3O,122
2257,H1O,C2O,C2ZA,C3ZA,122
2258,C3O,C2O,C2ZA,C1L,124
2259,C3O,C2O,C2ZA,H1ZA,-122
2260,C3O,C2O,C2ZA,C3ZA,0(1)
2261,C3ZA,C2O,C2ZA,C1L,124
2262,C3ZA,C2O,C2ZA,H1ZA,-122
2263,C3ZA,C2O,C2ZA,C3O,-0(1)
2264,C1L,C2O,C3ZA,C4L,-76
2265,C1L,C2O,C3ZA,H2ZA,140
2266,C1L,C2O,C3ZA,C3O,-128
2267,C1L,C2O,C3ZA,C2ZA,52
2268,H1O,C2O,C3ZA,C4L,143
2269,H1O,C2O,C3ZA,H2ZA,-1
2270,H1O,C2O,C3ZA,C3O,92
2271,H1O,C2O,C3ZA,C2ZA,-88
2272,C3O,C2O,C3ZA,C4L,51
2273,C3O,C2O,C3ZA,H2ZA,-92
2274,C3O,C2O,C3ZA,C2ZA,-180(2)
2275,C2ZA,C2O,C3ZA,C4L,-129
2276,C2ZA,C2O,C3ZA,H2ZA,88
2277,C2ZA,C2O,C3ZA,C3O,180(2)
2278,C4L,C3O,C2ZA,C1L,76
2279,C4L,C3O,C2ZA,H1ZA,-143
2280,C4L,C3O,C2ZA,C2O,129
2281,C4L,C3O,C2ZA,C3ZA,-51
2282,H2O,C3O,C2ZA,C1L,-140
2283,H2O,C3O,C2ZA,H1ZA,1
2284,H2O,C3O,C2ZA,C2O,-88
2285,H2O,C3O,C2ZA,C3ZA,92
2286,C2O,C3O,C2ZA,C1L,-52
2287,C2O,C3O,C2ZA,H1ZA,88
2288,C2O,C3O,C2ZA,C3ZA,-180(2)
2289,C3ZA,C3O,C2ZA,C1L,128
2290,C3ZA,C3O,C2ZA,H1ZA,-92
2291,C3ZA,C3O,C2ZA,C2O,180(2)
2292,C4L,C3O,C3ZA,H2ZA,-114
2293,C4L,C3O,C3ZA,C2O,123
2294,C4L,C3O,C3ZA,C2ZA,123
2295,H2O,C3O,C3ZA,C4L,114
2296,H2O,C3O,C3ZA,H2ZA,0
2297,H2O,C3O,C3ZA,C2O,-123
2298,H2O,C3O,C3ZA,C2ZA,-123
2299,C2O,C3O,C3ZA,C4L,-123
2300,C2O,C3O,C3ZA,H2ZA,123
2301,C2O,C3O,C3ZA,C2ZA,0(1)
2302,C2ZA,C3O,C3ZA,C4L,-123
2303,C2ZA,C3O,C3ZA,H2ZA,123
2304,C2ZA,C3O,C3ZA,C2O,-0(1)
2305,C5CB,C5O,O1O,Si1L,8.8
2306,C6O,C5O,O1O,Si1L,-172.2
2307,C5O,C6O,C7O,C8O,175.3(4)
2308,C5O,C6O,C7O,C7CB,-2.8(6)
2309,H4O,C6O,C7O,C8O,-4.7
2310,H4O,C6O,C7O,C7CB,177.2
2311,C1A,C2OA,C3OA,C2A,66
2312,C1A,C2OA,C3OA,H2OA,-177
2313,C1A,C2OA,C3OA,C3A,66
2314,C1A,C2OA,C3OA,C4A,3
2315,H1OA,C2OA,C3OA,C2A,-115
2316,H1OA,C2OA,C3OA,H2OA,3
2317,H1OA,C2OA,C3OA,C3A,-115
2318,H1OA,C2OA,C3OA,C4A,-177
2319,C2A,C2OA,C3OA,H2OA,118
2320,C2A,C2OA,C3OA,C3A,0(2)
2321,C2A,C2OA,C3OA,C4A,-62
2322,C3A,C2OA,C3OA,C2A,-0(2)
2323,C3A,C2OA,C3OA,H2OA,118
2324,C3A,C2OA,C3OA,C4A,-62
2325,C5B,C5OA,O1OA,Si1A,8.8
2326,C6OA,C5OA,O1OA,Si1A,-172.2
2327,C5OA,C6OA,C7OA,C8OA,175.3(4)
2328,C5OA,C6OA,C7OA,C7B,-2.8(6)
2329,H4OA,C6OA,C7OA,C8OA,-4.7
2330,H4OA,C6OA,C7OA,C7B,177.2
2331,C1A,C2PA,C3PA,C4A,3
2332,C1A,C2PA,C3PA,H2PA,-177
2333,C1A,C2PA,C3PA,C2B,66
2334,C1A,C2PA,C3PA,C3B,66
2335,H1PA,C2PA,C3PA,C4A,-177
2336,H1PA,C2PA,C3PA,H2PA,3
2337,H1PA,C2PA,C3PA,C2B,-115
2338,H1PA,C2PA,C3PA,C3B,-115
2339,C2B,C2PA,C3PA,C4A,-62
2340,C2B,C2PA,C3PA,H2PA,118
2341,C2B,C2PA,C3PA,C3B,0(2)
2342,C3B,C2PA,C3PA,C4A,-62
2343,C3B,C2PA,C3PA,H2PA,118
2344,C3B,C2PA,C3PA,C2B,-0(2)
2345,C5A,C5PA,O1PA,Si1A,8.8
2346,C6PA,C5PA,O1PA,Si1A,-172.2
2347,C5PA,C6PA,C7PA,C7A,-2.8(6)
2348,C5PA,C6PA,C7PA,C8PA,175.3(4)
2349,H4PA,C6PA,C7PA,C7A,177.2
2350,H4PA,C6PA,C7PA,C8PA,-4.7
2351,C7PA,C8PA,C7ZA,C7L,-95.3(5)
2352,C7PA,C8PA,C7ZA,C6ZA,82.7(5)
2353,H5PA,C8PA,C7ZA,C7L,143.6
2354,H5PA,C8PA,C7ZA,C6ZA,-38.4
2355,H6PA,C8PA,C7ZA,C7L,25.6
2356,H6PA,C8PA,C7ZA,C6ZA,-156.4
2357,C1L,C2ZA,C3ZA,C4L,-3
2358,C1L,C2ZA,C3ZA,H2ZA,177
2359,C1L,C2ZA,C3ZA,C2O,-66
2360,C1L,C2ZA,C3ZA,C3O,-66
2361,H1ZA,C2ZA,C3ZA,C4L,177
2362,H1ZA,C2ZA,C3ZA,H2ZA,-3
2363,H1ZA,C2ZA,C3ZA,C2O,115
2364,H1ZA,C2ZA,C3ZA,C3O,115
2365,C2O,C2ZA,C3ZA,C4L,62
2366,C2O,C2ZA,C3ZA,H2ZA,-118
2367,C2O,C2ZA,C3ZA,C3O,-0(2)
