Number,Atom1,Atom2,Atom3,Atom4,Torsion
690,C6U,C5A,Si1A,O1C,-66
691,C6U,C5A,Si1A,O1U,22
692,C6U,C5A,Si1A,O1W,-158
693,C6W,C5A,Si1A,O1A,-66
694,C6W,C5A,Si1A,O1C,114
695,C6W,C5A,Si1A,O1U,-158
696,C6W,C5A,Si1A,O1W,22
697,H4A,C6A,C5A,Si1A,-0
698,H4A,C6A,C5A,C6C,180
699,H4A,C6A,C5A,C6U,-140
700,H4A,C6A,C5A,C6W,101
701,C8A,C6A,C5A,Si1A,180
702,C8A,C6A,C5A,C6C,-0
703,C8A,C6A,C5A,C6U,40
704,C8A,C6A,C5A,C6W,-79
705,H6A,C8A,C6A,C5A,-179
706,H6A,C8A,C6A,H4A,0
707,C7A,C8A,C6A,C5A,0
708,C7A,C8A,C6A,H4A,-180
709,C4C,O1C,Si1A,O1A,87
710,C4C,O1C,Si1A,C5A,-93.2
711,C4C,O1C,Si1A,O1U,164.4
712,C4C,O1C,Si1A,O1W,10.1
713,C3C,C2C,C1C,H1C,-35
714,C3C,C2C,C1C,H2C,-152.2
715,C3C,C2C,C1C,C2S,86(1)
716,C2W,C2C,C1C,H1C,148
717,C2W,C2C,C1C,H2C,31
718,C2W,C2C,C1C,C2S,-91(1)
719,H3C,C3C,C2C,C1C,8
720,H3C,C3C,C2C,C2W,-175
721,C4C,C3C,C2C,C1C,-172.0(9)
722,C4C,C3C,C2C,C2W,5(2)
723,C4W,C4C,O1C,Si1A,-7.7
724,C3C,C4C,O1C,Si1A,170.1
725,H4C,C6C,C5A,Si1A,-0
726,H4C,C6C,C5A,C6A,180
727,H4C,C6C,C5A,C6U,101
728,H4C,C6C,C5A,C6W,-140
729,C8C,C6C,C5A,Si1A,180
730,C8C,C6C,C5A,C6A,-0
731,C8C,C6C,C5A,C6U,-79
732,C8C,C6C,C5A,C6W,40
733,H6C,C8C,C7A,H5A,-0
734,H6C,C8C,C7A,C8U,-103
735,H6C,C8C,C7A,C8W,142
736,H6C,C8C,C7A,C8A,180
737,C6C,C8C,C7A,H5A,180
738,C6C,C8C,C7A,C8U,77
739,C6C,C8C,C7A,C8W,-38
740,C6C,C8C,C7A,C8A,-0
741,C4E,O1E,Si1E,O1Q,10.1
742,C4E,O1E,Si1E,C5E,-93.2
743,C4E,O1E,Si1E,O1S,164.4
744,C4E,O1E,Si1E,O1G,87
745,C3E,C2E,C1E,H1E,-35
746,C3E,C2E,C1E,H2E,-152.2
747,C3E,C2E,C1E,C2N,86(1)
748,C2Q,C2E,C1E,H1E,148
749,C2Q,C2E,C1E,H2E,31
750,C2Q,C2E,C1E,C2N,-91(1)
751,H3E,C3E,C2E,C1E,8
752,H3E,C3E,C2E,C2Q,-175
753,C4E,C3E,C2E,C1E,-172.0(9)
754,C4E,C3E,C2E,C2Q,5(2)
755,O1E,C4E,C4Q,O1Q,0(1)
756,O1E,C4E,C4Q,C3Q,178.1(8)
757,C3E,C4E,C4Q,O1Q,-178.1(8)
758,C3E,C4E,C4Q,C3Q,0(1)
759,H4E,C6E,C5E,Si1E,-0
760,H4E,C6E,C5E,C6Q,-140
761,H4E,C6E,C5E,C6S,101
762,H4E,C6E,C5E,C6G,180
763,C8E,C6E,C5E,Si1E,180
764,C8E,C6E,C5E,C6Q,40
765,C8E,C6E,C5E,C6S,-79
766,C8E,C6E,C5E,C6G,-0
767,H6E,C8E,C7E,H5E,-0
768,H6E,C8E,C7E,C8S,-103
769,H6E,C8E,C7E,C8G,180
770,H6E,C8E,C7E,C8Q,142
771,C6E,C8E,C7E,H5E,180
772,C6E,C8E,C7E,C8S,77
773,C6E,C8E,C7E,C8G,-0
774,C6E,C8E,C7E,C8Q,-38
775,C4G,O1G,Si1E,O1Q,164.4
776,C4G,O1G,Si1E,C5E,-93.2
777,C4G,O1G,Si1E,O1S,10.1
778,C4G,O1G,Si1E,O1E,87
779,C3G,C2G,C1G,H1G,-35
780,C3G,C2G,C1G,H2G,-152.2
781,C3G,C2G,C1G,C2O,86(1)
782,C2S,C2G,C1G,H1G,148
783,C2S,C2G,C1G,H2G,31
784,C2S,C2G,C1G,C2O,-91(1)
785,H3G,C3G,C2G,C1G,8
786,H3G,C3G,C2G,C2S,-175
787,C4G,C3G,C2G,C1G,-172.0(9)
788,C4G,C3G,C2G,C2S,5(2)
789,O1G,C4G,C4S,O1S,-0(1)
790,O1G,C4G,C4S,C3S,178.1(8)
791,C3G,C4G,C4S,O1S,-178.1(8)
792,C3G,C4G,C4S,C3S,0(1)
793,H4G,C6G,C5E,Si1E,-0
794,H4G,C6G,C5E,C6Q,101
795,H4G,C6G,C5E,C6S,-140
796,H4G,C6G,C5E,C6E,180
797,C8G,C6G,C5E,Si1E,180
798,C8G,C6G,C5E,C6Q,-79
799,C8G,C6G,C5E,C6S,40
800,C8G,C6G,C5E,C6E,-0
801,H6G,C8G,C7E,H5E,-0
802,H6G,C8G,C7E,C8S,142
803,H6G,C8G,C7E,C8E,180
804,H6G,C8G,C7E,C8Q,-103
805,C6G,C8G,C7E,H5E,180
806,C6G,C8G,C7E,C8S,-38
807,C6G,C8G,C7E,C8E,-0
808,C6G,C8G,C7E,C8Q,77
809,C4U,O1U,Si1A,O1A,-10.1
810,C4U,O1U,Si1A,C5A,93.2
811,C4U,O1U,Si1A,O1C,-164.4
812,C4U,O1U,Si1A,O1W,-87
813,C3U,C2U,C1J,H1J,35
814,C3U,C2U,C1J,H2J,152.2
815,C3U,C2U,C1J,C2J,-86(1)
816,C2A,C2U,C1J,H1J,-148
817,C2A,C2U,C1J,H2J,-31
818,C2A,C2U,C1J,C2J,91(1)
819,H3U,C3U,C2U,C1J,-8
820,H3U,C3U,C2U,C2A,175
821,C4U,C3U,C2U,C1J,172.0(9)
822,C4U,C3U,C2U,C2A,-5(2)
823,O1U,C4U,C4A,O1A,0(1)
824,O1U,C4U,C4A,C3A,-178.1(8)
825,C3U,C4U,C4A,O1A,178.1(8)
826,C3U,C4U,C4A,C3A,0(1)
827,H4U,C6U,C5A,Si1A,0
828,H4U,C6U,C5A,C6A,140
829,H4U,C6U,C5A,C6C,-101
830,H4U,C6U,C5A,C6W,-180
831,C8U,C6U,C5A,Si1A,-180
832,C8U,C6U,C5A,C6A,-40
833,C8U,C6U,C5A,C6C,79
834,C8U,C6U,C5A,C6W,0
835,H6U,C8U,C7A,H5A,0
836,H6U,C8U,C7A,C8C,103
837,H6U,C8U,C7A,C8W,-180
838,H6U,C8U,C7A,C8A,-142
839,C6U,C8U,C7A,H5A,-180
840,C6U,C8U,C7A,C8C,-77
841,C6U,C8U,C7A,C8W,0
842,C6U,C8U,C7A,C8A,38
843,C4W,O1W,Si1A,O1A,-164.4
844,C4W,O1W,Si1A,C5A,93.2
845,C4W,O1W,Si1A,O1C,-10.1
846,C4W,O1W,Si1A,O1U,-87
847,C3W,C2W,C1K,H1K,35
848,C3W,C2W,C1K,H2K,152.2
849,C3W,C2W,C1K,C2K,-86(1)
850,C2C,C2W,C1K,H1K,-148
851,C2C,C2W,C1K,H2K,-31
852,C2C,C2W,C1K,C2K,91(1)
853,H3W,C3W,C2W,C1K,-8
854,H3W,C3W,C2W,C2C,175
855,C4W,C3W,C2W,C1K,172.0(9)
856,C4W,C3W,C2W,C2C,-5(2)
857,O1W,C4W,C4C,O1C,0(1)
858,O1W,C4W,C4C,C3C,-178.1(8)
859,C3W,C4W,C4C,O1C,178.1(8)
860,C3W,C4W,C4C,C3C,-0(1)
861,H4W,C6W,C5A,Si1A,0
862,H4W,C6W,C5A,C6A,-101
863,H4W,C6W,C5A,C6C,140
864,H4W,C6W,C5A,C6U,-180
865,C8W,C6W,C5A,Si1A,-180
866,C8W,C6W,C5A,C6A,79
867,C8W,C6W,C5A,C6C,-40
868,C8W,C6W,C5A,C6U,0
869,H6W,C8W,C7A,H5A,0
870,H6W,C8W,C7A,C8C,-142
871,H6W,C8W,C7A,C8U,-180
872,H6W,C8W,C7A,C8A,103
873,C6W,C8W,C7A,H5A,-180
874,C6W,C8W,C7A,C8C,38
875,C6W,C8W,C7A,C8U,0
876,C6W,C8W,C7A,C8A,-77
877,H5,C7,C8,C6,180
878,H5,C7,C8,H6,-0
879,C8B,C7,C8,C6,-0
880,C8B,C7,C8,H6,180
881,C8T,C7,C8,C6,77
882,C8T,C7,C8,H6,-103
883,C8V,C7,C8,C6,-38
884,C8V,C7,C8,H6,142
885,C2B,C3B,C4B,O1B,177.4(9)
886,C2B,C3B,C4B,C4T,-5(1)
887,H3B,C3B,C4B,O1B,-3
888,H3B,C3B,C4B,C4T,175.1
889,C5,C6B,C8B,C7,0
890,C5,C6B,C8B,H6B,-179
891,H4B,C6B,C8B,C7,-180
892,H4B,C6B,C8B,H6B,0
893,H5D,C7D,C8P,C6P,-180
894,H5D,C7D,C8P,H6P,0
895,C8D,C7D,C8P,C6P,-77
896,C8D,C7D,C8P,H6P,103
897,C8F,C7D,C8P,C6P,38
898,C8F,C7D,C8P,H6P,-142
899,C8R,C7D,C8P,C6P,0
900,C8R,C7D,C8P,H6P,-180
901,Si1,O1T,C4T,C4B,7.7
902,Si1,O1T,C4T,C3T,-170.1
903,H1H,C1H,C2T,C2B,-148
904,H1H,C1H,C2T,C3T,35
905,H2H,C1H,C2T,C2B,-31
906,H2H,C1H,C2T,C3T,152.2
907,C2H,C1H,C2T,C2B,91(1)
908,C2H,C1H,C2T,C3T,-86(1)
909,C2T,C3T,C4T,C4B,5(1)
910,C2T,C3T,C4T,O1T,-177.4(9)
911,H3T,C3T,C4T,C4B,-175.1
912,H3T,C3T,C4T,O1T,3
913,C5,C6T,C8T,C7,-0
914,C5,C6T,C8T,H6T,179
915,H4T,C6T,C8T,C7,180
916,H4T,C6T,C8T,H6T,-0
917,Si1,O1V,C4V,C4,7.7
918,Si1,O1V,C4V,C3V,-170.1
919,H1I,C1I,C2V,C2,-148
920,H1I,C1I,C2V,C3V,35
921,H2I,C1I,C2V,C2,-31
922,H2I,C1I,C2V,C3V,152.2
923,C2I,C1I,C2V,C2,91(1)
924,C2I,C1I,C2V,C3V,-86(1)
925,C2V,C3V,C4V,C4,5(1)
926,C2V,C3V,C4V,O1V,-177.4(9)
927,H3V,C3V,C4V,C4,-175.1
928,H3V,C3V,C4V,O1V,3
929,C5,C6V,C8V,C7,-0
930,C5,C6V,C8V,H6V,179
931,H4V,C6V,C8V,C7,180
932,H4V,C6V,C8V,H6V,-0
933,C2D,C3D,C4D,O1D,177.4(9)
934,C2D,C3D,C4D,C4R,-5(1)
935,H3D,C3D,C4D,O1D,-3
936,H3D,C3D,C4D,C4R,175.1
937,C5D,C6D,C8D,C7D,0
938,C5D,C6D,C8D,H6D,-179
939,H4D,C6D,C8D,C7D,-180
940,H4D,C6D,C8D,H6D,0
941,Si1D,O1F,C4F,C4P,-7.7
942,Si1D,O1F,C4F,C3F,170.1
943,H1F,C1F,C2F,C2P,148
944,H1F,C1F,C2F,C3F,-35
945,H2F,C1F,C2F,C2P,31
946,H2F,C1F,C2F,C3F,-152.2
947,C2M,C1F,C2F,C2P,-91(1)
948,C2M,C1F,C2F,C3F,86(1)
949,C2F,C3F,C4F,C4P,-5(1)
950,C2F,C3F,C4F,O1F,177.4(9)
951,H3F,C3F,C4F,C4P,175.1
952,H3F,C3F,C4F,O1F,-3
953,C5D,C6F,C8F,C7D,0
954,C5D,C6F,C8F,H6F,-179
955,H4F,C6F,C8F,C7D,-180
956,H4F,C6F,C8F,H6F,0
957,H5H,C7H,C8H,C6H,180
958,H5H,C7H,C8H,H6H,-0
959,C8J,C7H,C8H,C6H,-0
960,C8J,C7H,C8H,H6H,180
961,C8L,C7H,C8H,C6H,77
962,C8L,C7H,C8H,H6H,-103
963,C8N,C7H,C8H,C6H,-38
964,C8N,C7H,C8H,H6H,142
965,C1I,C2I,C2M,C1F,0(2)
966,C1I,C2I,C2M,C3M,177(1)
967,C3I,C2I,C2M,C1F,-177(1)
968,C3I,C2I,C2M,C3M,0(2)
969,H5I,C7I,C8I,C6I,180
970,H5I,C7I,C8I,H6I,-0
971,C8K,C7I,C8I,C6I,-0
972,C8K,C7I,C8I,H6I,180
973,C8M,C7I,C8I,C6I,-38
974,C8M,C7I,C8I,H6I,142
975,C8O,C7I,C8I,C6I,77
976,C8O,C7I,C8I,H6I,-103
977,C1J,C2J,C2L,C1D,0(2)
978,C1J,C2J,C2L,C3L,177(1)
979,C3J,C2J,C2L,C1D,-177(1)
980,C3J,C2J,C2L,C3L,-0(2)
981,C2J,C3J,C4J,O1J,177.4(9)
982,C2J,C3J,C4J,C4L,-5(1)
983,H3J,C3J,C4J,O1J,-3
984,H3J,C3J,C4J,C4L,175.1
985,C5H,C6J,C8J,C7H,0
986,C5H,C6J,C8J,H6J,-179
987,H4J,C6J,C8J,C7H,-180
988,H4J,C6J,C8J,H6J,0
989,C2K,C3K,C4K,O1K,177.4(9)
990,C2K,C3K,C4K,C4O,-5(1)
991,H3K,C3K,C4K,O1K,-3
992,H3K,C3K,C4K,C4O,175.1
993,C5I,C6K,C8K,C7I,0
994,C5I,C6K,C8K,H6K,-179
995,H4K,C6K,C8K,C7I,-180
996,H4K,C6K,C8K,H6K,0
997,Si1H,O1L,C4L,C4J,7.7
998,Si1H,O1L,C4L,C3L,-170.1
999,C2L,C3L,C4L,C4J,5(1)
1000,C2L,C3L,C4L,O1L,-177.4(9)
1001,H3L,C3L,C4L,C4J,-175.1
1002,H3L,C3L,C4L,O1L,3
1003,C5H,C6L,C8L,C7H,-0
1004,C5H,C6L,C8L,H6L,179
1005,H4L,C6L,C8L,C7H,180
1006,H4L,C6L,C8L,H6L,-0
1007,Si1I,O1M,C4M,C4I,7.7
1008,Si1I,O1M,C4M,C3M,-170.1
1009,C2M,C3M,C4M,C4I,5(1)
1010,C2M,C3M,C4M,O1M,-177.4(9)
1011,H3M,C3M,C4M,C4I,-175.1
1012,H3M,C3M,C4M,O1M,3
1013,C5I,C6M,C8M,C7I,-0
1014,C5I,C6M,C8M,H6M,179
1015,H4M,C6M,C8M,C7I,180
1016,H4M,C6M,C8M,H6M,-0
1017,Si1H,O1N,C4N,C4H,7.7
1018,Si1H,O1N,C4N,C3N,-170.1
1019,H1E,C1E,C2N,C2H,-148
1020,H1E,C1E,C2N,C3N,35
1021,H2E,C1E,C2N,C2H,-31
1022,H2E,C1E,C2N,C3N,152.2
1023,C2E,C1E,C2N,C2H,91(1)
1024,C2E,C1E,C2N,C3N,-86(1)
1025,C2N,C3N,C4N,C4H,5(1)
1026,C2N,C3N,C4N,O1N,-177.4(9)
1027,H3N,C3N,C4N,C4H,-175.1
1028,H3N,C3N,C4N,O1N,3
1029,C5H,C6N,C8N,C7H,-0
1030,C5H,C6N,C8N,H6N,179
1031,H4N,C6N,C8N,C7H,180
1032,H4N,C6N,C8N,H6N,-0
1033,Si1I,O1O,C4O,C4K,7.7
1034,Si1I,O1O,C4O,C3O,-170.1
1035,H1G,C1G,C2O,C2K,-148
1036,H1G,C1G,C2O,C3O,35
1037,H2G,C1G,C2O,C2K,-31
1038,H2G,C1G,C2O,C3O,152.2
1039,C2G,C1G,C2O,C2K,91(1)
1040,C2G,C1G,C2O,C3O,-86(1)
1041,C2O,C3O,C4O,C4K,5(1)
1042,C2O,C3O,C4O,O1O,-177.4(9)
1043,H3O,C3O,C4O,C4K,-175.1
1044,H3O,C3O,C4O,O1O,3
1045,C5I,C6O,C8O,C7I,-0
1046,C5I,C6O,C8O,H6O,179
1047,H4O,C6O,C8O,C7I,180
1048,H4O,C6O,C8O,H6O,-0
1049,C1B,C2Q,C2E,C1E,0(2)
1050,C1B,C2Q,C2E,C3E,-177(1)
1051,C3Q,C2Q,C2E,C1E,177(1)
1052,C3Q,C2Q,C2E,C3E,0(2)
1053,H5E,C7E,C8Q,C6Q,-180
1054,H5E,C7E,C8Q,H6Q,0
1055,C8S,C7E,C8Q,C6Q,0
1056,C8S,C7E,C8Q,H6Q,-180
1057,C8E,C7E,C8Q,C6Q,38
1058,C8E,C7E,C8Q,H6Q,-142
1059,C8G,C7E,C8Q,C6Q,-77
1060,C8G,C7E,C8Q,H6Q,103
1061,Si1D,O1R,C4R,C4D,7.7
1062,Si1D,O1R,C4R,C3R,-170.1
1063,H1A,C1A,C2R,C2D,-148
1064,H1A,C1A,C2R,C3R,35
1065,H2A,C1A,C2R,C2D,-31
1066,H2A,C1A,C2R,C3R,152.2
1067,C2A,C1A,C2R,C2D,91(1)
1068,C2A,C1A,C2R,C3R,-86(1)
1069,C2R,C3R,C4R,C4D,5(1)
1070,C2R,C3R,C4R,O1R,-177.4(9)
1071,H3R,C3R,C4R,C4D,-175.1
1072,H3R,C3R,C4R,O1R,3
1073,C5D,C6R,C8R,C7D,-0
1074,C5D,C6R,C8R,H6R,179
1075,H4R,C6R,C8R,C7D,180
1076,H4R,C6R,C8R,H6R,-0
1077,C1C,C2S,C2G,C1G,0(2)
1078,C1C,C2S,C2G,C3G,-177(1)
1079,C3S,C2S,C2G,C1G,177(1)
1080,C3S,C2S,C2G,C3G,0(2)
1081,C2S,C3S,C4S,O1S,-177.4(9)
1082,C2S,C3S,C4S,C4G,5(1)
1083,H3S,C3S,C4S,O1S,3
1084,H3S,C3S,C4S,C4G,-175.1
1085,C5E,C6S,C8S,C7E,-0
1086,C5E,C6S,C8S,H6S,179
1087,H4S,C6S,C8S,C7E,180
1088,H4S,C6S,C8S,H6S,-0
1089,C1A,C2A,C2U,C1J,0(2)
1090,C1A,C2A,C2U,C3U,177(1)
1091,C3A,C2A,C2U,C1J,-177(1)
1092,C3A,C2A,C2U,C3U,0(2)
1093,H5A,C7A,C8A,C6A,180
1094,H5A,C7A,C8A,H6A,-0
1095,C8C,C7A,C8A,C6A,-0
1096,C8C,C7A,C8A,H6A,180
1097,C8U,C7A,C8A,C6A,-38
1098,C8U,C7A,C8A,H6A,142
1099,C8W,C7A,C8A,C6A,77
1100,C8W,C7A,C8A,H6A,-103
1101,C1C,C2C,C2W,C1K,0(2)
1102,C1C,C2C,C2W,C3W,177(1)
1103,C3C,C2C,C2W,C1K,-177(1)
1104,C3C,C2C,C2W,C3W,-0(2)
1105,C2C,C3C,C4C,O1C,177.4(9)
1106,C2C,C3C,C4C,C4W,-5(1)
1107,H3C,C3C,C4C,O1C,-3
1108,H3C,C3C,C4C,C4W,175.1
1109,C5A,C6C,C8C,C7A,0
1110,C5A,C6C,C8C,H6C,-179
1111,H4C,C6C,C8C,C7A,-180
1112,H4C,C6C,C8C,H6C,0
1113,Si1E,O1E,C4E,C4Q,-7.7
1114,Si1E,O1E,C4E,C3E,170.1
1115,C2E,C3E,C4E,C4Q,-5(1)
1116,C2E,C3E,C4E,O1E,177.4(9)
1117,H3E,C3E,C4E,C4Q,175.1
1118,H3E,C3E,C4E,O1E,-3
1119,C5E,C6E,C8E,C7E,0
1120,C5E,C6E,C8E,H6E,-179
1121,H4E,C6E,C8E,C7E,-180
1122,H4E,C6E,C8E,H6E,0
1123,Si1E,O1G,C4G,C4S,-7.7
1124,Si1E,O1G,C4G,C3G,170.1
1125,C2G,C3G,C4G,C4S,-5(1)
1126,C2G,C3G,C4G,O1G,177.4(9)
1127,H3G,C3G,C4G,C4S,175.1
1128,H3G,C3G,C4G,O1G,-3
1129,C5E,C6G,C8G,C7E,0
1130,C5E,C6G,C8G,H6G,-179
1131,H4G,C6G,C8G,C7E,-180
1132,H4G,C6G,C8G,H6G,0
1133,Si1A,O1U,C4U,C4A,7.7
1134,Si1A,O1U,C4U,C3U,-170.1
1135,C2U,C3U,C4U,C4A,5(1)
1136,C2U,C3U,C4U,O1U,-177.4(9)
1137,H3U,C3U,C4U,C4A,-175.1
1138,H3U,C3U,C4U,O1U,3
1139,C5A,C6U,C8U,C7A,-0
1140,C5A,C6U,C8U,H6U,179
1141,H4U,C6U,C8U,C7A,180
1142,H4U,C6U,C8U,H6U,-0
1143,Si1A,O1W,C4W,C4C,7.7
1144,Si1A,O1W,C4W,C3W,-170.1
1145,C2W,C3W,C4W,C4C,5(1)
1146,C2W,C3W,C4W,O1W,-177.4(9)
1147,H3W,C3W,C4W,C4C,-175.1
1148,H3W,C3W,C4W,O1W,3
1149,C5A,C6W,C8W,C7A,-0
1150,C5A,C6W,C8W,H6W,179
1151,H4W,C6W,C8W,C7A,180
1152,H4W,C6W,C8W,H6W,-0
